mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_estimator__alpha,param_estimator__loss,param_estimator__tol,param_vectorizer__max_df,param_vectorizer__norm,param_vectorizer__smooth_idf,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,mean_test_score,std_test_score,rank_test_score
5.2672542333602905,0.060788405522022845,0.292818158864975,0.008037813152527882,0.0001,hinge,0.1,0.25,l1,True,"{'estimator__alpha': 0.0001, 'estimator__loss': 'hinge', 'estimator__tol': 0.1, 'vectorizer__max_df': 0.25, 'vectorizer__norm': 'l1', 'vectorizer__smooth_idf': True}",0.8753361299343875,0.8742936347158545,0.8741184013678136,0.8738072263321538,0.8670619946091643,0.8718503298367039,0.8761823785737061,0.8749596122778676,0.8734512134559564,0.002691513150824404,709
2.5311390459537506,0.05320445569616277,0.24714893102645874,0.008479481447515685,0.0001,hinge,0.1,0.25,l1,False,"{'estimator__alpha': 0.0001, 'estimator__loss': 'hinge', 'estimator__tol': 0.1, 'vectorizer__max_df': 0.25, 'vectorizer__norm': 'l1', 'vectorizer__smooth_idf': False}",0.8753766681015929,0.8739334470989761,0.8739711384286478,0.8734326438752544,0.8672490024803192,0.8712399913438649,0.8759434463697245,0.8747711855281578,0.8732396904033173,0.0026259077252974374,721
2.463162451982498,0.041330888976552745,0.25228792428970337,0.008934934159128284,0.0001,hinge,0.1,0.25,l2,True,"{'estimator__alpha': 0.0001, 'estimator__loss': 'hinge', 'estimator__tol': 0.1, 'vectorizer__max_df': 0.25, 'vectorizer__norm': 'l2', 'vectorizer__smooth_idf': True}",0.8825410830484174,0.8822241681260945,0.8830196984703422,0.8811990301961649,0.8765459363957597,0.8807991120976693,0.8841643835616438,0.88424543946932,0.8818423564206765,0.00231141309569646,409
2.1569616198539734,0.027998631002533386,0.25557950139045715,0.007258570551492137,0.0001,hinge,0.1,0.25,l2,False,"{'estimator__alpha': 0.0001, 'estimator__loss': 'hinge', 'estimator__tol': 0.1, 'vectorizer__max_df': 0.25, 'vectorizer__norm': 'l2', 'vectorizer__smooth_idf': False}",0.8829623098964073,0.8821276130020795,0.8828967642526966,0.8812775330396476,0.8760622447853439,0.8808071848320213,0.8838483453868069,0.88424543946932,0.8817784293330404,0.0024241969200781087,417
2.4757490158081055,0.05713871027978616,0.26714053750038147,0.020391470160179902,0.0001,hinge,0.1,0.25,,True,"{'estimator__alpha': 0.0001, 'estimator__loss': 'hinge', 'estimator__tol': 0.1, 'vectorizer__max_df': 0.25, 'vectorizer__norm': None, 'vectorizer__smooth_idf': True}",0.8792207792207792,0.8717726187893252,0.8677088948787062,0.8690410958904109,0.867608695652174,0.8809160305343512,0.8735781605459865,0.8762175768851921,0.8732579815496156,0.0048186825311059885,717
2.8121149241924286,0.07556281029471555,0.29048973321914673,0.004133818195682799,0.0001,hinge,0.1,0.25,,False,"{'estimator__alpha': 0.0001, 'estimator__loss': 'hinge', 'estimator__tol': 0.1, 'vectorizer__max_df': 0.25, 'vectorizer__norm': None, 'vectorizer__smooth_idf': False}",0.8767479674796748,0.8687459389213775,0.8694246929541048,0.8711362646930778,0.867616664853693,0.8760693134459311,0.8766296735265597,0.8753553465996065,0.8727157328092532,0.0036207273580506003,725
2.4374893605709076,0.02673260402107891,0.29057613015174866,0.01950863526381419,0.0001,hinge,0.1,0.5,l1,True,"{'estimator__alpha': 0.0001, 'estimator__loss': 'hinge', 'estimator__tol': 0.1, 'vectorizer__max_df': 0.5, 'vectorizer__norm': 'l1', 'vectorizer__smooth_idf': True}",0.8753361299343875,0.8742936347158545,0.8741184013678136,0.8738072263321538,0.8670619946091643,0.8718503298367039,0.8761823785737061,0.8749596122778676,0.8734512134559564,0.002691513150824404,709
2.230716437101364,0.037143489348413286,0.25541019439697266,0.0099693276192225,0.0001,hinge,0.1,0.5,l1,False,"{'estimator__alpha': 0.0001, 'estimator__loss': 'hinge', 'estimator__tol': 0.1, 'vectorizer__max_df': 0.5, 'vectorizer__norm': 'l1', 'vectorizer__smooth_idf': False}",0.8753766681015929,0.8739334470989761,0.8739711384286478,0.8734326438752544,0.8672490024803192,0.8712399913438649,0.8759434463697245,0.8747711855281578,0.8732396904033173,0.0026259077252974374,721
2.4065462946891785,0.09088501616470009,0.29712367057800293,0.020241395569163295,0.0001,hinge,0.1,0.5,l2,True,"{'estimator__alpha': 0.0001, 'estimator__loss': 'hinge', 'estimator__tol': 0.1, 'vectorizer__max_df': 0.5, 'vectorizer__norm': 'l2', 'vectorizer__smooth_idf': True}",0.8825410830484174,0.8822241681260945,0.8830196984703422,0.8811990301961649,0.8765459363957597,0.8807991120976693,0.8841643835616438,0.88424543946932,0.8818423564206765,0.00231141309569646,409
2.4522277414798737,0.023512954352370795,0.28562653064727783,0.013403691556646955,0.0001,hinge,0.1,0.5,l2,False,"{'estimator__alpha': 0.0001, 'estimator__loss': 'hinge', 'estimator__tol': 0.1, 'vectorizer__max_df': 0.5, 'vectorizer__norm': 'l2', 'vectorizer__smooth_idf': False}",0.8829623098964073,0.8821276130020795,0.8828967642526966,0.8812775330396476,0.8760622447853439,0.8808071848320213,0.8838483453868069,0.88424543946932,0.8817784293330404,0.0024241969200781087,417
