mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_estimator__alpha,param_vectorizer__max_df,param_vectorizer__norm,param_vectorizer__smooth_idf,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,mean_test_score,std_test_score,rank_test_score
2.154867261648178,0.22451925653312532,0.2808762788772583,0.01714913242551303,0.0001,0.25,l1,True,"{'estimator__alpha': 0.0001, 'vectorizer__max_df': 0.25, 'vectorizer__norm': 'l1', 'vectorizer__smooth_idf': True}",0.4411473788328387,0.3974820143884892,0.42745098039215684,0.4164332399626517,0.4059590316573557,0.42213883677298314,0.41537053979871913,0.41618497109826585,0.4177708741129325,0.012351457088750168,113
2.3526630103588104,0.11924542977450556,0.31994301080703735,0.025621590269796234,0.0001,0.25,l1,False,"{'estimator__alpha': 0.0001, 'vectorizer__max_df': 0.25, 'vectorizer__norm': 'l1', 'vectorizer__smooth_idf': False}",0.43811394891944994,0.3974820143884892,0.42787046123650635,0.4126984126984127,0.4040778498609824,0.4225352112676057,0.41537053979871913,0.41346153846153844,0.41645124707896297,0.012113053509355865,114
2.0660016536712646,0.7646671390414257,0.24913126230239868,0.09765661705229063,0.0001,0.25,l2,True,"{'estimator__alpha': 0.0001, 'vectorizer__max_df': 0.25, 'vectorizer__norm': 'l2', 'vectorizer__smooth_idf': True}",0.4398009950248757,0.40145985401459855,0.4311377245508982,0.4201520912547528,0.420443587270974,0.42816365366317793,0.4203703703703704,0.4144672531769306,0.4219994411658222,0.010755793843730491,96
1.9167893826961517,0.6777873790158838,0.23983359336853027,0.08673399114798723,0.0001,0.25,l2,False,"{'estimator__alpha': 0.0001, 'vectorizer__max_df': 0.25, 'vectorizer__norm': 'l2', 'vectorizer__smooth_idf': False}",0.437375745526839,0.4010938924339107,0.43199999999999994,0.4174573055028463,0.42003853564547206,0.4265402843601896,0.42183163737280305,0.4167478091528725,0.42163565124936664,0.010278182818615865,98
1.6911720931529999,0.7382888748520751,0.20982876420021057,0.09463458096448435,0.0001,0.25,,True,"{'estimator__alpha': 0.0001, 'vectorizer__max_df': 0.25, 'vectorizer__norm': None, 'vectorizer__smooth_idf': True}",0.4291338582677165,0.4018264840182649,0.4311377245508982,0.42226487523992323,0.41279069767441856,0.430622009569378,0.421731123388582,0.415686274509804,0.4206491309023732,0.009525740087355032,99
1.7126826643943787,0.7482711163371766,0.21101999282836914,0.09720034368368688,0.0001,0.25,,False,"{'estimator__alpha': 0.0001, 'vectorizer__max_df': 0.25, 'vectorizer__norm': None, 'vectorizer__smooth_idf': False}",0.42703232125367285,0.39963503649635035,0.42985074626865677,0.42024832855778416,0.4108003857280617,0.4297994269340974,0.42056932966023874,0.415609756097561,0.4191931663745529,0.009723273334008877,106
1.7428440749645233,0.7300102999662343,0.21786439418792725,0.08863204280207056,0.0001,0.5,l1,True,"{'estimator__alpha': 0.0001, 'vectorizer__max_df': 0.5, 'vectorizer__norm': 'l1', 'vectorizer__smooth_idf': True}",0.4223484848484848,0.3914968999114261,0.4188280499519692,0.4065934065934066,0.4040590405904059,0.41246562786434465,0.4119241192411924,0.40373831775700936,0.4089317433447799,0.00907981949242634,127
1.5102303624153137,0.7573077711143789,0.18870168924331665,0.10098916200193536,0.0001,0.5,l1,False,"{'estimator__alpha': 0.0001, 'vectorizer__max_df': 0.5, 'vectorizer__norm': 'l1', 'vectorizer__smooth_idf': False}",0.42075471698113215,0.39011473962930276,0.4196342637151107,0.40476190476190477,0.40146654445462876,0.41208791208791207,0.4141048824593128,0.4007455731593663,0.40795881715608373,0.009859554336892196,130
1.5159563720226288,0.7665335764588206,0.19136735796928406,0.09935579419022063,0.0001,0.5,l2,True,"{'estimator__alpha': 0.0001, 'vectorizer__max_df': 0.5, 'vectorizer__norm': 'l2', 'vectorizer__smooth_idf': True}",0.4310679611650485,0.3978494623655914,0.42519685039370075,0.40963855421686746,0.41634980988593157,0.4213483146067416,0.41979835013748856,0.4088291746641075,0.41625980967943466,0.00984613215305213,115
2.166510760784149,0.5563148344526593,0.29442089796066284,0.07849604562597862,0.0001,0.5,l2,False,"{'estimator__alpha': 0.0001, 'vectorizer__max_df': 0.5, 'vectorizer__norm': 'l2', 'vectorizer__smooth_idf': False}",0.42898550724637685,0.3978494623655914,0.42519685039370075,0.40703052728954675,0.41595441595441596,0.42016806722689076,0.41750227894257064,0.41074856046065256,0.4154294587349682,0.009405477763120552,121
