mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_estimator__algorithm,param_estimator__n_neighbors,param_estimator__weights,param_vectorizer__max_df,param_vectorizer__norm,param_vectorizer__smooth_idf,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,mean_test_score,std_test_score,rank_test_score
0.49110642075538635,0.05898535987114616,1.2768717408180237,0.28655336953477434,auto,5,uniform,0.25,l1,True,"{'estimator__algorithm': 'auto', 'estimator__n_neighbors': 5, 'estimator__weights': 'uniform', 'vectorizer__max_df': 0.25, 'vectorizer__norm': 'l1', 'vectorizer__smooth_idf': True}",0.39539748953974896,0.43749999999999994,0.28413793103448276,0.3224043715846994,0.15191424196018377,0.23981373690337604,0.19484882418812988,0.1735211267605634,0.274942215246398,0.09768751496781404,785
0.8042914569377899,0.16287938908401658,1.9758706390857697,0.5470216228348127,auto,5,uniform,0.25,l1,False,"{'estimator__algorithm': 'auto', 'estimator__n_neighbors': 5, 'estimator__weights': 'uniform', 'vectorizer__max_df': 0.25, 'vectorizer__norm': 'l1', 'vectorizer__smooth_idf': False}",0.39400428265524623,0.4275184275184275,0.23628691983122363,0.32132963988919666,0.15271389144434222,0.25437572928821467,0.19354838709677422,0.17737350767481522,0.26964384817478004,0.09512102249814265,821
0.9949372112751007,0.2028414670273477,2.006943494081497,0.45213789237153695,auto,5,uniform,0.25,l2,True,"{'estimator__algorithm': 'auto', 'estimator__n_neighbors': 5, 'estimator__weights': 'uniform', 'vectorizer__max_df': 0.25, 'vectorizer__norm': 'l2', 'vectorizer__smooth_idf': True}",0.3616484440706476,0.4107142857142857,0.22413793103448276,0.3514376996805112,0.14747356051703878,0.25487944890929964,0.16631130063965882,0.18238993710691823,0.26237407595910534,0.09363383936691269,849
0.9470337927341461,0.16087369032654877,1.8406951129436493,0.32865055337676463,auto,5,uniform,0.25,l2,False,"{'estimator__algorithm': 'auto', 'estimator__n_neighbors': 5, 'estimator__weights': 'uniform', 'vectorizer__max_df': 0.25, 'vectorizer__norm': 'l2', 'vectorizer__smooth_idf': False}",0.3564356435643564,0.44897959183673464,0.2581648522550544,0.3344051446945337,0.14698937426210154,0.21806167400881055,0.17386722866174922,0.1698717948717949,0.26334691301939195,0.10033392407686043,845
1.4340057075023651,0.3523852908431306,1.5913587808609009,0.3268616502054278,auto,5,uniform,0.25,,True,"{'estimator__algorithm': 'auto', 'estimator__n_neighbors': 5, 'estimator__weights': 'uniform', 'vectorizer__max_df': 0.25, 'vectorizer__norm': None, 'vectorizer__smooth_idf': True}",0.34698795180722886,0.37875288683602765,0.29941860465116277,0.3268698060941828,0.1624225739848589,0.23825887743413518,0.21442246330567966,0.21362799263351748,0.27259514459334916,0.07128039115799131,789
1.4215420484542847,0.17297378933545837,1.190879613161087,0.21366143709272684,auto,5,uniform,0.25,,False,"{'estimator__algorithm': 'auto', 'estimator__n_neighbors': 5, 'estimator__weights': 'uniform', 'vectorizer__max_df': 0.25, 'vectorizer__norm': None, 'vectorizer__smooth_idf': False}",0.33775633293124246,0.3973214285714286,0.23515715948777646,0.33870967741935487,0.15870834764685673,0.28380187416332,0.18593272171253822,0.1935483870967742,0.26636699112866147,0.08071524028350863,837
0.9638486504554749,0.1816788644369626,1.4191994071006775,0.2970548266120806,auto,5,uniform,0.5,l1,True,"{'estimator__algorithm': 'auto', 'estimator__n_neighbors': 5, 'estimator__weights': 'uniform', 'vectorizer__max_df': 0.5, 'vectorizer__norm': 'l1', 'vectorizer__smooth_idf': True}",0.1755888650963597,0.39784946236559143,0.42857142857142855,0.30167597765363124,0.1700035124692659,0.2240786240786241,0.23474663908996898,0.20659340659340658,0.26738848948978455,0.09268489552725133,825
1.0341118276119232,0.2862295652837297,1.6195958852767944,0.4467288400706056,auto,5,uniform,0.5,l1,False,"{'estimator__algorithm': 'auto', 'estimator__n_neighbors': 5, 'estimator__weights': 'uniform', 'vectorizer__max_df': 0.5, 'vectorizer__norm': 'l1', 'vectorizer__smooth_idf': False}",0.17471590909090912,0.3955637707948244,0.4000000000000001,0.2905982905982906,0.16979819067501742,0.22395326192794546,0.22697201017811708,0.2058823529411765,0.26093547327578503,0.08633906139882108,853
1.0734862685203552,0.1816592154279926,1.6276386380195618,0.5296327168058504,auto,5,uniform,0.5,l2,True,"{'estimator__algorithm': 'auto', 'estimator__n_neighbors': 5, 'estimator__weights': 'uniform', 'vectorizer__max_df': 0.5, 'vectorizer__norm': 'l2', 'vectorizer__smooth_idf': True}",0.23850429509853457,0.4435028248587571,0.47293447293447294,0.3181818181818182,0.22335495829471735,0.3925233644859813,0.36767317939609234,0.27771156138259834,0.34179830932912153,0.08670811143031552,489
1.0234268307685852,0.2301986851531238,1.8621152639389038,0.5256453242308897,auto,5,uniform,0.5,l2,False,"{'estimator__algorithm': 'auto', 'estimator__n_neighbors': 5, 'estimator__weights': 'uniform', 'vectorizer__max_df': 0.5, 'vectorizer__norm': 'l2', 'vectorizer__smooth_idf': False}",0.2389873417721519,0.44134078212290506,0.4476744186046511,0.3257328990228013,0.22222222222222224,0.3863845446182152,0.3723776223776224,0.2816057519472738,0.33954069783598034,0.0812022811579518,501
