mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_estimator__C,param_estimator__penalty,param_estimator__solver,param_vectorizer__max_df,param_vectorizer__norm,param_vectorizer__smooth_idf,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,mean_test_score,std_test_score,rank_test_score
1.0942291915416718,0.0638868346534337,0.08556488156318665,0.01484198403242514,100,l2,newton-cg,0.5,,True,"{'estimator__C': 100, 'estimator__penalty': 'l2', 'estimator__solver': 'newton-cg', 'vectorizer__max_df': 0.5, 'vectorizer__norm': None, 'vectorizer__smooth_idf': True}",0.39423076923076916,0.43486777668952004,0.46767241379310337,0.44537815126050423,0.3593220338983051,0.4426559356136821,0.43161094224924007,0.4110371075166508,0.42334689128147185,0.031863879622431195,857
1.0963036715984344,0.11346921516370985,0.07931748032569885,0.013517561265285057,100,l2,newton-cg,0.5,,False,"{'estimator__C': 100, 'estimator__penalty': 'l2', 'estimator__solver': 'newton-cg', 'vectorizer__max_df': 0.5, 'vectorizer__norm': None, 'vectorizer__smooth_idf': False}",0.39883833494675697,0.43486777668952004,0.4696969696969697,0.44678609062170704,0.35780590717299576,0.43931795386158473,0.43407707910750504,0.4079696394686907,0.42366996894571624,0.03227340851528413,846
0.9449972808361053,0.13308421147641775,0.07310992479324341,0.011295081995250537,100,l2,newton-cg,0.75,l1,True,"{'estimator__C': 100, 'estimator__penalty': 'l2', 'estimator__solver': 'newton-cg', 'vectorizer__max_df': 0.75, 'vectorizer__norm': 'l1', 'vectorizer__smooth_idf': True}",0.48206278026905824,0.48326359832635984,0.5017421602787457,0.49227373068432667,0.4828349944629015,0.4897518878101403,0.4955947136563877,0.48206278026905824,0.48869833071962226,0.0069243333834228624,363
0.9164353311061859,0.04897866926542573,0.067130446434021,0.015110950621462615,100,l2,newton-cg,0.75,l1,False,"{'estimator__C': 100, 'estimator__penalty': 'l2', 'estimator__solver': 'newton-cg', 'vectorizer__max_df': 0.75, 'vectorizer__norm': 'l1', 'vectorizer__smooth_idf': False}",0.4837625979843225,0.484784889821616,0.5046728971962616,0.4939091915836102,0.48390677025527196,0.4924406047516199,0.49393605292172,0.48478015783540024,0.49027414529372776,0.0069092353865341976,315
0.8240237832069397,0.06582557880298355,0.06767752766609192,0.013430200808937436,100,l2,newton-cg,0.75,l2,True,"{'estimator__C': 100, 'estimator__penalty': 'l2', 'estimator__solver': 'newton-cg', 'vectorizer__max_df': 0.75, 'vectorizer__norm': 'l2', 'vectorizer__smooth_idf': True}",0.4999999999999999,0.5011037527593819,0.5120192307692307,0.48965517241379314,0.4790960451977402,0.49944751381215474,0.491544532130778,0.4829931972789116,0.49448243054524876,0.01004461234796003,251
0.8326853811740875,0.08860711480828135,0.07457172870635986,0.01632160242409524,100,l2,newton-cg,0.75,l2,False,"{'estimator__C': 100, 'estimator__penalty': 'l2', 'estimator__solver': 'newton-cg', 'vectorizer__max_df': 0.75, 'vectorizer__norm': 'l2', 'vectorizer__smooth_idf': False}",0.49882903981264637,0.5055432372505544,0.5114595898673101,0.4913494809688581,0.4796380090497737,0.4983388704318937,0.49206349206349204,0.48244620611551525,0.49495849069500547,0.010145267632602128,222
0.9119832217693329,0.13315917799752333,0.0617789626121521,0.013716611618399833,100,l2,newton-cg,0.75,,True,"{'estimator__C': 100, 'estimator__penalty': 'l2', 'estimator__solver': 'newton-cg', 'vectorizer__max_df': 0.75, 'vectorizer__norm': None, 'vectorizer__smooth_idf': True}",0.39423076923076916,0.43486777668952004,0.46767241379310337,0.44537815126050423,0.3593220338983051,0.4426559356136821,0.43161094224924007,0.4110371075166508,0.42334689128147185,0.031863879622431195,857
0.9769434332847595,0.12857100392430013,0.06632620096206665,0.01621892132085059,100,l2,newton-cg,0.75,,False,"{'estimator__C': 100, 'estimator__penalty': 'l2', 'estimator__solver': 'newton-cg', 'vectorizer__max_df': 0.75, 'vectorizer__norm': None, 'vectorizer__smooth_idf': False}",0.39883833494675697,0.43486777668952004,0.4696969696969697,0.44678609062170704,0.35780590717299576,0.43931795386158473,0.43407707910750504,0.4079696394686907,0.42366996894571624,0.03227340851528413,846
0.8191065192222595,0.09923611350583313,0.06034588813781738,0.015234596003258803,100,l2,newton-cg,1.0,l1,True,"{'estimator__C': 100, 'estimator__penalty': 'l2', 'estimator__solver': 'newton-cg', 'vectorizer__max_df': 1.0, 'vectorizer__norm': 'l1', 'vectorizer__smooth_idf': True}",0.48206278026905824,0.48326359832635984,0.5017421602787457,0.49227373068432667,0.4828349944629015,0.4897518878101403,0.4955947136563877,0.48206278026905824,0.48869833071962226,0.0069243333834228624,363
0.8139966130256653,0.05048373552408844,0.0690666139125824,0.014382954440241527,100,l2,newton-cg,1.0,l1,False,"{'estimator__C': 100, 'estimator__penalty': 'l2', 'estimator__solver': 'newton-cg', 'vectorizer__max_df': 1.0, 'vectorizer__norm': 'l1', 'vectorizer__smooth_idf': False}",0.4837625979843225,0.484784889821616,0.5046728971962616,0.4939091915836102,0.48390677025527196,0.4924406047516199,0.49393605292172,0.48478015783540024,0.49027414529372776,0.0069092353865341976,315
0.7191569209098816,0.11730938805816055,0.06407451629638672,0.015628797280591772,100,l2,newton-cg,1.0,l2,True,"{'estimator__C': 100, 'estimator__penalty': 'l2', 'estimator__solver': 'newton-cg', 'vectorizer__max_df': 1.0, 'vectorizer__norm': 'l2', 'vectorizer__smooth_idf': True}",0.4999999999999999,0.5011037527593819,0.5120192307692307,0.48965517241379314,0.4790960451977402,0.49944751381215474,0.491544532130778,0.4829931972789116,0.49448243054524876,0.01004461234796003,251
0.8190395534038544,0.11829379216758984,0.07731151580810547,0.0123190455292241,100,l2,newton-cg,1.0,l2,False,"{'estimator__C': 100, 'estimator__penalty': 'l2', 'estimator__solver': 'newton-cg', 'vectorizer__max_df': 1.0, 'vectorizer__norm': 'l2', 'vectorizer__smooth_idf': False}",0.49882903981264637,0.5055432372505544,0.5114595898673101,0.4913494809688581,0.4796380090497737,0.4983388704318937,0.49206349206349204,0.48244620611551525,0.49495849069500547,0.010145267632602128,222
0.8605009615421295,0.10198368123347362,0.06813094019889832,0.012772520086498755,100,l2,newton-cg,1.0,,True,"{'estimator__C': 100, 'estimator__penalty': 'l2', 'estimator__solver': 'newton-cg', 'vectorizer__max_df': 1.0, 'vectorizer__norm': None, 'vectorizer__smooth_idf': True}",0.39423076923076916,0.43486777668952004,0.46767241379310337,0.44537815126050423,0.3593220338983051,0.4426559356136821,0.43161094224924007,0.4110371075166508,0.42334689128147185,0.031863879622431195,857
0.8299978673458099,0.09786615108801648,0.07772237062454224,0.01125122694866799,100,l2,newton-cg,1.0,,False,"{'estimator__C': 100, 'estimator__penalty': 'l2', 'estimator__solver': 'newton-cg', 'vectorizer__max_df': 1.0, 'vectorizer__norm': None, 'vectorizer__smooth_idf': False}",0.39883833494675697,0.43486777668952004,0.4696969696969697,0.44678609062170704,0.35780590717299576,0.43931795386158473,0.43407707910750504,0.4079696394686907,0.42366996894571624,0.03227340851528413,846
3.5459307432174683,0.5966188451067931,0.18189573287963867,0.029730821922709594,100,l2,lbfgs,0.25,l1,True,"{'estimator__C': 100, 'estimator__penalty': 'l2', 'estimator__solver': 'lbfgs', 'vectorizer__max_df': 0.25, 'vectorizer__norm': 'l1', 'vectorizer__smooth_idf': True}",0.49082568807339455,0.49404117009750814,0.5094339622641508,0.4911504424778761,0.48928974069898534,0.492972972972973,0.49776785714285715,0.48919226393629117,0.4943342622080045,0.006285535690596982,263
4.037530571222305,1.0750743181671194,0.11909931898117065,0.012277266351669537,100,l2,lbfgs,0.25,l1,False,"{'estimator__C': 100, 'estimator__penalty': 'l2', 'estimator__solver': 'lbfgs', 'vectorizer__max_df': 0.25, 'vectorizer__norm': 'l1', 'vectorizer__smooth_idf': False}",0.4936562860438293,0.49565217391304356,0.5118483412322274,0.49278579356270813,0.4881889763779527,0.492972972972973,0.5016797312430011,0.4919908466819223,0.49609689025345716,0.00694214987528319,197
4.267257869243622,0.5409249517136678,0.1410471498966217,0.060652727448060564,100,l2,lbfgs,0.25,l2,True,"{'estimator__C': 100, 'estimator__penalty': 'l2', 'estimator__solver': 'lbfgs', 'vectorizer__max_df': 0.25, 'vectorizer__norm': 'l2', 'vectorizer__smooth_idf': True}",0.4976635514018692,0.5072951739618407,0.5066344993968637,0.4885321100917431,0.4874715261958998,0.49779735682819376,0.49379932356257045,0.4840182648401826,0.49540147578489535,0.008067796915263258,217
4.2147176861763,0.5329624265274105,0.1260019838809967,0.04397660992572684,100,l2,lbfgs,0.25,l2,False,"{'estimator__C': 100, 'estimator__penalty': 'l2', 'estimator__solver': 'lbfgs', 'vectorizer__max_df': 0.25, 'vectorizer__norm': 'l2', 'vectorizer__smooth_idf': False}",0.49824561403508777,0.509009009009009,0.5097087378640777,0.4890929965556831,0.4851936218678815,0.4988962472406181,0.49493813273340825,0.48735632183908045,0.49655508514310576,0.008721060161489992,193
4.4441536366939545,0.29682710789205086,0.1085972785949707,0.016526761077903723,100,l2,lbfgs,0.25,,True,"{'estimator__C': 100, 'estimator__penalty': 'l2', 'estimator__solver': 'lbfgs', 'vectorizer__max_df': 0.25, 'vectorizer__norm': None, 'vectorizer__smooth_idf': True}",0.44979079497907953,0.4380574826560952,0.4693218514531755,0.44561774023231265,0.3790035587188612,0.45115810674723067,0.4444444444444444,0.41339712918660293,0.4363488885522253,0.02611717135468793,740
3.60286882519722,0.376549787640483,0.14558637142181396,0.01788754048507562,100,l2,lbfgs,0.25,,False,"{'estimator__C': 100, 'estimator__penalty': 'l2', 'estimator__solver': 'lbfgs', 'vectorizer__max_df': 0.25, 'vectorizer__norm': None, 'vectorizer__smooth_idf': False}",0.4488517745302713,0.4380574826560952,0.4709677419354838,0.44656084656084655,0.3786666666666667,0.4525252525252525,0.4394250513347022,0.41578440808469685,0.4363549030367519,0.02618029880832942,739
3.3507999777793884,0.5748118822518542,0.15314850211143494,0.023245445589688416,100,l2,lbfgs,0.5,l1,True,"{'estimator__C': 100, 'estimator__penalty': 'l2', 'estimator__solver': 'lbfgs', 'vectorizer__max_df': 0.5, 'vectorizer__norm': 'l1', 'vectorizer__smooth_idf': True}",0.48206278026905824,0.48326359832635984,0.5017421602787457,0.49227373068432667,0.4828349944629015,0.4897518878101403,0.49614112458654913,0.48206278026905824,0.48876663208589244,0.006994362951336726,358
3.598741441965103,0.49239827435472744,0.14514032006263733,0.020925751253980947,100,l2,lbfgs,0.5,l1,False,"{'estimator__C': 100, 'estimator__penalty': 'l2', 'estimator__solver': 'lbfgs', 'vectorizer__max_df': 0.5, 'vectorizer__norm': 'l1', 'vectorizer__smooth_idf': False}",0.4837625979843225,0.484784889821616,0.5046728971962616,0.4939091915836102,0.483370288248337,0.4924406047516199,0.49393605292172,0.4842342342342342,0.4901388445927152,0.007028248567494512,324
4.645956963300705,0.5727527823265072,0.20156699419021606,0.04753385008934742,100,l2,lbfgs,0.5,l2,True,"{'estimator__C': 100, 'estimator__penalty': 'l2', 'estimator__solver': 'lbfgs', 'vectorizer__max_df': 0.5, 'vectorizer__norm': 'l2', 'vectorizer__smooth_idf': True}",0.4999999999999999,0.5005512679162073,0.5114045618247299,0.48965517241379314,0.4790960451977402,0.49944751381215474,0.491544532130778,0.4829931972789116,0.4943365363217893,0.009866557535981898,260
4.91429129242897,0.2889596896480315,0.16394665837287903,0.03525165923852345,100,l2,lbfgs,0.5,l2,False,"{'estimator__C': 100, 'estimator__penalty': 'l2', 'estimator__solver': 'lbfgs', 'vectorizer__max_df': 0.5, 'vectorizer__norm': 'l2', 'vectorizer__smooth_idf': False}",0.49882903981264637,0.5055432372505544,0.5108433734939759,0.49021864211737626,0.4796380090497737,0.49889135254988914,0.49206349206349204,0.48244620611551525,0.49480916905665295,0.01010419555967847,242
4.670840263366699,0.4189171874660977,0.1486336886882782,0.023595825687602504,100,l2,lbfgs,0.5,,True,"{'estimator__C': 100, 'estimator__penalty': 'l2', 'estimator__solver': 'lbfgs', 'vectorizer__max_df': 0.5, 'vectorizer__norm': None, 'vectorizer__smooth_idf': True}",0.39423076923076916,0.43529411764705883,0.46767241379310337,0.44537815126050423,0.3593220338983051,0.4426559356136821,0.43204868154158216,0.4106463878326996,0.42340606135221304,0.031917140050562995,854
4.726104885339737,0.4325337433762713,0.1549254059791565,0.03602519112602407,100,l2,lbfgs,0.5,,False,"{'estimator__C': 100, 'estimator__penalty': 'l2', 'estimator__solver': 'lbfgs', 'vectorizer__max_df': 0.5, 'vectorizer__norm': None, 'vectorizer__smooth_idf': False}",0.39883833494675697,0.43486777668952004,0.4696969696969697,0.44678609062170704,0.35780590717299576,0.43931795386158473,0.434517766497462,0.4114285714285714,0.42415742136444595,0.03210023468753922,843
4.812556058168411,0.702729549567799,0.1563604474067688,0.02826826655762925,100,l2,lbfgs,0.75,l1,True,"{'estimator__C': 100, 'estimator__penalty': 'l2', 'estimator__solver': 'lbfgs', 'vectorizer__max_df': 0.75, 'vectorizer__norm': 'l1', 'vectorizer__smooth_idf': True}",0.48206278026905824,0.48326359832635984,0.5017421602787457,0.49227373068432667,0.4828349944629015,0.4897518878101403,0.49614112458654913,0.48206278026905824,0.48876663208589244,0.006994362951336726,358
4.270916163921356,0.829441940257167,0.14158368110656738,0.021492596318411897,100,l2,lbfgs,0.75,l1,False,"{'estimator__C': 100, 'estimator__penalty': 'l2', 'estimator__solver': 'lbfgs', 'vectorizer__max_df': 0.75, 'vectorizer__norm': 'l1', 'vectorizer__smooth_idf': False}",0.4837625979843225,0.484784889821616,0.5046728971962616,0.4939091915836102,0.483370288248337,0.4924406047516199,0.49393605292172,0.4842342342342342,0.4901388445927152,0.007028248567494512,324
4.607740998268127,0.40605586247607206,0.16305598616600037,0.03139782171801704,100,l2,lbfgs,0.75,l2,True,"{'estimator__C': 100, 'estimator__penalty': 'l2', 'estimator__solver': 'lbfgs', 'vectorizer__max_df': 0.75, 'vectorizer__norm': 'l2', 'vectorizer__smooth_idf': True}",0.4999999999999999,0.5005512679162073,0.5114045618247299,0.48965517241379314,0.4790960451977402,0.49944751381215474,0.491544532130778,0.4829931972789116,0.4943365363217893,0.009866557535981898,260
4.78263133764267,0.47287086622282726,0.17945325374603271,0.0423233842166244,100,l2,lbfgs,0.75,l2,False,"{'estimator__C': 100, 'estimator__penalty': 'l2', 'estimator__solver': 'lbfgs', 'vectorizer__max_df': 0.75, 'vectorizer__norm': 'l2', 'vectorizer__smooth_idf': False}",0.49882903981264637,0.5055432372505544,0.5108433734939759,0.49021864211737626,0.4796380090497737,0.49889135254988914,0.49206349206349204,0.48244620611551525,0.49480916905665295,0.01010419555967847,242
4.55903160572052,0.559836271019075,0.16865018010139465,0.028770709162251717,100,l2,lbfgs,0.75,,True,"{'estimator__C': 100, 'estimator__penalty': 'l2', 'estimator__solver': 'lbfgs', 'vectorizer__max_df': 0.75, 'vectorizer__norm': None, 'vectorizer__smooth_idf': True}",0.39423076923076916,0.43529411764705883,0.46767241379310337,0.44537815126050423,0.3593220338983051,0.4426559356136821,0.43204868154158216,0.4106463878326996,0.42340606135221304,0.031917140050562995,854
4.707276791334152,0.5479835411025034,0.15258067846298218,0.04217416161309406,100,l2,lbfgs,0.75,,False,"{'estimator__C': 100, 'estimator__penalty': 'l2', 'estimator__solver': 'lbfgs', 'vectorizer__max_df': 0.75, 'vectorizer__norm': None, 'vectorizer__smooth_idf': False}",0.39883833494675697,0.43486777668952004,0.4696969696969697,0.44678609062170704,0.35780590717299576,0.43931795386158473,0.434517766497462,0.4114285714285714,0.42415742136444595,0.03210023468753922,843
4.457298845052719,1.0354054016264942,0.1528763473033905,0.02767444780626935,100,l2,lbfgs,1.0,l1,True,"{'estimator__C': 100, 'estimator__penalty': 'l2', 'estimator__solver': 'lbfgs', 'vectorizer__max_df': 1.0, 'vectorizer__norm': 'l1', 'vectorizer__smooth_idf': True}",0.48206278026905824,0.48326359832635984,0.5017421602787457,0.49227373068432667,0.4828349944629015,0.4897518878101403,0.49614112458654913,0.48206278026905824,0.48876663208589244,0.006994362951336726,358
4.102715760469437,0.6415629501590856,0.14507094025611877,0.023736186258344835,100,l2,lbfgs,1.0,l1,False,"{'estimator__C': 100, 'estimator__penalty': 'l2', 'estimator__solver': 'lbfgs', 'vectorizer__max_df': 1.0, 'vectorizer__norm': 'l1', 'vectorizer__smooth_idf': False}",0.4837625979843225,0.484784889821616,0.5046728971962616,0.4939091915836102,0.483370288248337,0.4924406047516199,0.49393605292172,0.4842342342342342,0.4901388445927152,0.007028248567494512,324
4.791946589946747,0.4523948122625536,0.15065908432006836,0.02646156430325643,100,l2,lbfgs,1.0,l2,True,"{'estimator__C': 100, 'estimator__penalty': 'l2', 'estimator__solver': 'lbfgs', 'vectorizer__max_df': 1.0, 'vectorizer__norm': 'l2', 'vectorizer__smooth_idf': True}",0.4999999999999999,0.5005512679162073,0.5114045618247299,0.48965517241379314,0.4790960451977402,0.49944751381215474,0.491544532130778,0.4829931972789116,0.4943365363217893,0.009866557535981898,260
4.586695551872253,0.3673600947694929,0.11752581596374512,0.017135777568031405,100,l2,lbfgs,1.0,l2,False,"{'estimator__C': 100, 'estimator__penalty': 'l2', 'estimator__solver': 'lbfgs', 'vectorizer__max_df': 1.0, 'vectorizer__norm': 'l2', 'vectorizer__smooth_idf': False}",0.49882903981264637,0.5055432372505544,0.5108433734939759,0.49021864211737626,0.4796380090497737,0.49889135254988914,0.49206349206349204,0.48244620611551525,0.49480916905665295,0.01010419555967847,242
4.48456147313118,0.1703124200068515,0.10779231786727905,0.027249185327062095,100,l2,lbfgs,1.0,,True,"{'estimator__C': 100, 'estimator__penalty': 'l2', 'estimator__solver': 'lbfgs', 'vectorizer__max_df': 1.0, 'vectorizer__norm': None, 'vectorizer__smooth_idf': True}",0.39423076923076916,0.43529411764705883,0.46767241379310337,0.44537815126050423,0.3593220338983051,0.4426559356136821,0.43204868154158216,0.4106463878326996,0.42340606135221304,0.031917140050562995,854
4.030226469039917,0.18164795657947547,0.06878623366355896,0.014082809091805187,100,l2,lbfgs,1.0,,False,"{'estimator__C': 100, 'estimator__penalty': 'l2', 'estimator__solver': 'lbfgs', 'vectorizer__max_df': 1.0, 'vectorizer__norm': None, 'vectorizer__smooth_idf': False}",0.39883833494675697,0.43486777668952004,0.4696969696969697,0.44678609062170704,0.35780590717299576,0.43931795386158473,0.434517766497462,0.4114285714285714,0.42415742136444595,0.03210023468753922,843
1.8009164929389954,0.18969641738525075,0.12624359130859375,0.02827258424753634,100,l2,liblinear,0.25,l1,True,"{'estimator__C': 100, 'estimator__penalty': 'l2', 'estimator__solver': 'liblinear', 'vectorizer__max_df': 0.25, 'vectorizer__norm': 'l1', 'vectorizer__smooth_idf': True}",0.49082568807339455,0.4945770065075922,0.5082352941176471,0.4911504424778761,0.48928974069898534,0.492972972972973,0.49944258639910816,0.48919226393629117,0.49446074939798346,0.006077127706718761,257
1.377364695072174,0.2586886976303258,0.09065762162208557,0.019360996459236012,100,l2,liblinear,0.25,l1,False,"{'estimator__C': 100, 'estimator__penalty': 'l2', 'estimator__solver': 'liblinear', 'vectorizer__max_df': 0.25, 'vectorizer__norm': 'l1', 'vectorizer__smooth_idf': False}",0.4936562860438293,0.49565217391304356,0.5118483412322274,0.49278579356270813,0.4881889763779527,0.492972972972973,0.5005586592178771,0.4919908466819223,0.49595675625031665,0.006838582890425789,214
0.9904847741127014,0.10805144627513588,0.06101149320602417,0.016593199352536364,100,l2,liblinear,0.25,l2,True,"{'estimator__C': 100, 'estimator__penalty': 'l2', 'estimator__solver': 'liblinear', 'vectorizer__max_df': 0.25, 'vectorizer__norm': 'l2', 'vectorizer__smooth_idf': True}",0.4976635514018692,0.5072951739618407,0.5060240963855421,0.48797250859106533,0.4874715261958998,0.49779735682819376,0.49379932356257045,0.4840182648401826,0.4952552252208955,0.008024994394131074,219
0.6353107392787933,0.09247036873099664,0.05183988809585571,0.01085673818961759,100,l2,liblinear,0.25,l2,False,"{'estimator__C': 100, 'estimator__penalty': 'l2', 'estimator__solver': 'liblinear', 'vectorizer__max_df': 0.25, 'vectorizer__norm': 'l2', 'vectorizer__smooth_idf': False}",0.49824561403508777,0.509009009009009,0.5097087378640777,0.4890929965556831,0.4851936218678815,0.49944751381215474,0.49493813273340825,0.4879171461449942,0.49669409650278706,0.008668782908430551,191
0.5603116154670715,0.09560851246898953,0.053530871868133545,0.012518996819549785,100,l2,liblinear,0.25,,True,"{'estimator__C': 100, 'estimator__penalty': 'l2', 'estimator__solver': 'liblinear', 'vectorizer__max_df': 0.25, 'vectorizer__norm': None, 'vectorizer__smooth_idf': True}",0.4479166666666666,0.42787046123650635,0.46844919786096256,0.4414225941422595,0.37934105075690117,0.44466600199401796,0.43832823649337405,0.4157088122605364,0.43296287767640307,0.024797044992485584,771
0.5417612493038177,0.10159394690972576,0.05907517671585083,0.015480151029968246,100,l2,liblinear,0.25,,False,"{'estimator__C': 100, 'estimator__penalty': 'l2', 'estimator__solver': 'liblinear', 'vectorizer__max_df': 0.25, 'vectorizer__norm': None, 'vectorizer__smooth_idf': False}",0.4442148760330578,0.4259077526987243,0.4689507494646681,0.44421052631578944,0.3786666666666667,0.4444444444444445,0.436289500509684,0.4161073825503355,0.43234898733542126,0.024925095088357024,772
0.5577507615089417,0.09918371906731957,0.06278705596923828,0.012305544492707437,100,l2,liblinear,0.5,l1,True,"{'estimator__C': 100, 'estimator__penalty': 'l2', 'estimator__solver': 'liblinear', 'vectorizer__max_df': 0.5, 'vectorizer__norm': 'l1', 'vectorizer__smooth_idf': True}",0.48206278026905824,0.48326359832635984,0.5017421602787457,0.49227373068432667,0.4828349944629015,0.4897518878101403,0.4955947136563877,0.48206278026905824,0.48869833071962226,0.0069243333834228624,363
0.5246226489543915,0.10340701450433828,0.059487730264663696,0.015169971340299727,100,l2,liblinear,0.5,l1,False,"{'estimator__C': 100, 'estimator__penalty': 'l2', 'estimator__solver': 'liblinear', 'vectorizer__max_df': 0.5, 'vectorizer__norm': 'l1', 'vectorizer__smooth_idf': False}",0.4837625979843225,0.484784889821616,0.5046728971962616,0.4939091915836102,0.48390677025527196,0.4924406047516199,0.49393605292172,0.48478015783540024,0.49027414529372776,0.0069092353865341976,315
