mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_estimator__criterion,param_estimator__max_depth,param_estimator__min_samples_leaf,param_estimator__min_samples_split,param_estimator__n_estimators,param_vectorizer__max_df,param_vectorizer__norm,param_vectorizer__smooth_idf,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,mean_test_score,std_test_score,rank_test_score
0.7509117126464844,0.13612719031768872,0.11917492747306824,0.02171869802625166,gini,5,2,5,100,0.25,l1,True,"{'estimator__criterion': 'gini', 'estimator__max_depth': 5, 'estimator__min_samples_leaf': 2, 'estimator__min_samples_split': 5, 'estimator__n_estimators': 100, 'vectorizer__max_df': 0.25, 'vectorizer__norm': 'l1', 'vectorizer__smooth_idf': True}",0.471190781049936,0.4474761255115962,0.4545454545454545,0.5173978819969743,0.4772117962466488,0.49421965317919075,0.4906832298136646,0.49079754601227,0.4804403085444669,0.021275221077980126,597
0.8549491465091705,0.15500626020875483,0.10662296414375305,0.026309602963460636,gini,5,2,5,100,0.25,l1,False,"{'estimator__criterion': 'gini', 'estimator__max_depth': 5, 'estimator__min_samples_leaf': 2, 'estimator__min_samples_split': 5, 'estimator__n_estimators': 100, 'vectorizer__max_df': 0.25, 'vectorizer__norm': 'l1', 'vectorizer__smooth_idf': False}",0.46786632390745503,0.4394736842105263,0.45278137128072443,0.523168908819133,0.478021978021978,0.4927536231884058,0.49297971918876754,0.5096774193548387,0.4820903784964786,0.026398032957188802,593
0.9499284625053406,0.13928496437234464,0.11414965987205505,0.0223925836809954,gini,5,2,5,100,0.25,l2,True,"{'estimator__criterion': 'gini', 'estimator__max_depth': 5, 'estimator__min_samples_leaf': 2, 'estimator__min_samples_split': 5, 'estimator__n_estimators': 100, 'vectorizer__max_df': 0.25, 'vectorizer__norm': 'l2', 'vectorizer__smooth_idf': True}",0.47757255936675463,0.44683714670255714,0.46194225721784776,0.5098039215686275,0.47922437673130197,0.4846715328467153,0.4992343032159265,0.4992248062015503,0.48231386298141016,0.019490920422145445,592
1.016755223274231,0.134542700855187,0.1206161379814148,0.018621756606172657,gini,5,2,5,100,0.25,l2,False,"{'estimator__criterion': 'gini', 'estimator__max_depth': 5, 'estimator__min_samples_leaf': 2, 'estimator__min_samples_split': 5, 'estimator__n_estimators': 100, 'vectorizer__max_df': 0.25, 'vectorizer__norm': 'l2', 'vectorizer__smooth_idf': False}",0.4838709677419355,0.44504021447721187,0.4505208333333333,0.5142002989536621,0.47777777777777775,0.4818577648766328,0.5015384615384616,0.4961240310077519,0.4813662937133458,0.02234165925511947,595
0.9960649311542511,0.15875994482671793,0.1083579957485199,0.02374602472736439,gini,5,2,5,100,0.25,,True,"{'estimator__criterion': 'gini', 'estimator__max_depth': 5, 'estimator__min_samples_leaf': 2, 'estimator__min_samples_split': 5, 'estimator__n_estimators': 100, 'vectorizer__max_df': 0.25, 'vectorizer__norm': None, 'vectorizer__smooth_idf': True}",0.5105189340813464,0.4562962962962963,0.4627659574468085,0.5479930191972077,0.48559670781893005,0.49022556390977445,0.5266558966074313,0.5218800648298217,0.500241555023452,0.030004514670605942,364
1.0448768138885498,0.06596168128872586,0.12482708692550659,0.01447493876972024,gini,5,2,5,100,0.25,,False,"{'estimator__criterion': 'gini', 'estimator__max_depth': 5, 'estimator__min_samples_leaf': 2, 'estimator__min_samples_split': 5, 'estimator__n_estimators': 100, 'vectorizer__max_df': 0.25, 'vectorizer__norm': None, 'vectorizer__smooth_idf': False}",0.5105189340813464,0.4562962962962963,0.4627659574468085,0.5479930191972077,0.48559670781893005,0.49022556390977445,0.5266558966074313,0.5218800648298217,0.500241555023452,0.030004514670605942,364
1.0704637467861176,0.07466932446055945,0.10477346181869507,0.02060262507516621,gini,5,2,5,100,0.5,l1,True,"{'estimator__criterion': 'gini', 'estimator__max_depth': 5, 'estimator__min_samples_leaf': 2, 'estimator__min_samples_split': 5, 'estimator__n_estimators': 100, 'vectorizer__max_df': 0.5, 'vectorizer__norm': 'l1', 'vectorizer__smooth_idf': True}",0.37328094302554027,0.450070323488045,0.5,0.36738351254480284,0.48318042813455664,0.34538878842676307,0.444141689373297,0.3971774193548387,0.42007788804348045,0.05352292920304895,1873
1.0572491586208344,0.07616045389947644,0.12115967273712158,0.01816784123055575,gini,5,2,5,100,0.5,l1,False,"{'estimator__criterion': 'gini', 'estimator__max_depth': 5, 'estimator__min_samples_leaf': 2, 'estimator__min_samples_split': 5, 'estimator__n_estimators': 100, 'vectorizer__max_df': 0.5, 'vectorizer__norm': 'l1', 'vectorizer__smooth_idf': False}",0.37438423645320196,0.45042492917847027,0.497005988023952,0.368515205724508,0.4900459418070444,0.35036496350364965,0.4478021978021978,0.3975782038345106,0.42201520829094186,0.053133985515820326,1849
1.112255573272705,0.08624450947815081,0.1353244185447693,0.00950427547580255,gini,5,2,5,100,0.5,l2,True,"{'estimator__criterion': 'gini', 'estimator__max_depth': 5, 'estimator__min_samples_leaf': 2, 'estimator__min_samples_split': 5, 'estimator__n_estimators': 100, 'vectorizer__max_df': 0.5, 'vectorizer__norm': 'l2', 'vectorizer__smooth_idf': True}",0.36398467432950193,0.4497878359264498,0.4955223880597015,0.36738351254480284,0.48513302034428796,0.3485401459854015,0.4493150684931507,0.3939393939393939,0.41920075495283626,0.05405945441399932,1896
1.0827307999134064,0.11750199131092502,0.1338915228843689,0.008226524147598273,gini,5,2,5,100,0.5,l2,False,"{'estimator__criterion': 'gini', 'estimator__max_depth': 5, 'estimator__min_samples_leaf': 2, 'estimator__min_samples_split': 5, 'estimator__n_estimators': 100, 'vectorizer__max_df': 0.5, 'vectorizer__norm': 'l2', 'vectorizer__smooth_idf': False}",0.3629417382999045,0.4520743919885551,0.5,0.36412556053811657,0.4881889763779527,0.34703196347031967,0.45054945054945056,0.3959390862944162,0.42010639593983945,0.05622781965559205,1870
